Time,Lane,Delay_s,Saturation,Queue_m,Inflow_PCU_h,Outflow_PCU_h,Avg_Queue
594,156084437#2.76_2,29.12,0.0,0.0,0.0,0.0,0.0
594,156084437#2.76_2,33.0,0.0,0.0,0.0,0.0,0.0
594,-156084515#1.105_0,300.0,0.12,0.0,872.73,1609.09,11.88
594,-156084515#1.105_0,33.0,0.0,0.0,0.0,0.0,0.0
594,-156084515#1.105_0,33.0,0.0,0.0,0.0,0.0,0.0
594,-156084515#1.105_0,33.0,0.0,0.0,0.0,0.0,0.0
660,156084447#2.35_0,33.0,0.0,0.0,0.0,0.0,0.0
660,156084447#2.35_0,33.0,0.0,0.0,0.0,0.0,0.0
660,156084447#2.35_1,33.0,0.0,0.0,0.0,0.0,0.0
660,156084447#2.35_2,33.0,0.0,0.0,0.0,0.0,0.0
660,156084447#2.35_2,33.0,0.0,0.0,0.0,0.0,0.0
660,156084447#2.35_2,33.0,0.0,0.0,0.0,0.0,0.0
660,537517150#2_0,0.0,0.0,0.0,0.0,0.0,0.0
660,537517150#2_1,0.0,0.0,0.0,0.0,0.0,0.0
660,537517150#2_2,33.0,0.0,0.0,0.0,0.0,0.0
660,537517150#2_2,33.0,0.0,0.0,0.0,0.0,0.0
660,156084437#2.76_0,33.0,0.0,0.0,0.0,0.0,0.0
660,156084437#2.76_0,33.0,0.0,0.0,0.0,0.0,0.0
660,156084437#2.76_1,33.0,0.0,0.0,0.0,0.0,0.0
660,156084437#2.76_2,33.0,0.0,0.0,0.0,0.0,0.0
660,156084437#2.76_2,33.0,0.0,0.0,0.0,0.0,0.0
660,-156084515#1.105_0,300.0,0.18,0.0,1336.36,1336.36,0.79
660,-156084515#1.105_0,33.0,0.0,0.0,0.0,0.0,0.0
660,-156084515#1.105_0,33.0,0.0,0.0,0.0,0.0,0.0
660,-156084515#1.105_0,33.0,0.0,0.0,0.0,0.0,0.0
